name,position,team,opponent_team,minutes,goals_scored,assists,goals_conceded,clean_sheets,bps,yellow_cards,red_cards,own_goals,saves,penalties_missed,penalties_saved,ict_index,influence,creativity,threat,was_home,total_points,team_difficulty,opponent_difficulty,matchup_difficulty
Tanguy Ndombele,MID,Spurs,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,0,4.0,5.0,-1.0
Tanguy Ndombele,MID,Spurs,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,0,4.0,3.0,1.0
Tanguy Ndombele,MID,Spurs,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,0,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,0,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Chelsea,61,0,0,2,0,11,0,0,0,0,0,0,2.2,9.0,11.6,1.0,True,2,4.0,4.0,0.0
Tanguy Ndombele,MID,Spurs,Arsenal,69,0,0,3,0,16,0,0,0,0,0,0,1.4,8.4,3.3,2.0,False,2,4.0,4.0,0.0
Tanguy Ndombele,MID,Spurs,Aston Villa,75,0,0,1,0,5,0,0,0,0,0,0,3.8,5.8,14.9,17.0,True,2,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Newcastle,90,1,0,2,0,27,0,0,0,0,0,0,12.8,46.8,8.6,73.0,False,7,4.0,3.0,1.0
Tanguy Ndombele,MID,Spurs,West Ham,83,0,0,1,0,12,0,0,0,0,0,0,5.9,7.6,24.4,27.0,False,2,4.0,3.0,1.0
Tanguy Ndombele,MID,Spurs,Man Utd,24,0,0,1,0,5,0,0,0,0,0,0,0.8,5.0,2.8,0.0,True,1,4.0,4.0,0.0
Tanguy Ndombele,MID,Spurs,Everton,5,0,0,0,0,-4,1,0,0,0,0,0,0.0,0.0,0.0,2.0,False,0,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,0,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,0,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,0,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Liverpool,63,0,1,1,0,12,0,0,0,0,0,0,3.4,17.2,16.9,0.0,True,5,4.0,5.0,-1.0
Tanguy Ndombele,MID,Spurs,Crystal Palace,11,0,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.6,0.0,True,1,4.0,2.0,2.0
Tanguy Ndombele,MID,Spurs,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,0,4.0,3.0,1.0
Tanguy Ndombele,MID,Spurs,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,0,4.0,2.0,2.0
