name,position,team,opponent_team,minutes,goals_scored,assists,goals_conceded,clean_sheets,bps,yellow_cards,red_cards,own_goals,saves,penalties_missed,penalties_saved,ict_index,influence,creativity,threat,was_home,kickoff_time,total_points
Theo Walcott,MID,Southampton,Fulham,79,0,0,2,0,8,0,0,0,0,0,0,0.9,1.6,1.8,6.0,False,2021-08-14T14:00:00Z,2
Theo Walcott,MID,Southampton,Man Utd,45,0,0,0,0,3,0,0,0,0,0,0,0.8,4.2,0.0,4.0,True,2021-08-22T13:00:00Z,1
Theo Walcott,MID,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,2021-08-28T14:00:00Z,0
Theo Walcott,MID,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,2021-09-11T14:00:00Z,0
Theo Walcott,MID,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,2021-09-18T14:00:00Z,0
Theo Walcott,MID,Southampton,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,2021-09-26T13:00:00Z,0
Theo Walcott,MID,Southampton,Crystal Palace,45,0,0,1,0,-1,0,0,0,0,0,0,2.2,0.0,11.8,12.0,False,2021-10-02T14:00:00Z,1
Theo Walcott,MID,Southampton,Leeds,9,0,0,0,0,3,0,0,0,0,0,0,0.2,1.2,0.3,0.0,True,2021-10-16T14:00:00Z,1
Theo Walcott,MID,Southampton,Chelsea,73,0,0,2,0,2,0,0,0,0,0,0,2.8,0.0,1.4,28.0,True,2021-10-23T14:00:00Z,2
Theo Walcott,MID,Southampton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,2021-10-30T14:00:00Z,0
Theo Walcott,MID,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,2021-11-05T20:00:00Z,0
Theo Walcott,MID,Southampton,Sheffield Utd,28,0,0,1,0,2,0,0,0,0,0,0,0.9,0.0,0.9,10.0,False,2021-11-20T15:00:00Z,1
Theo Walcott,MID,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,2021-11-27T15:00:00Z,0
Theo Walcott,MID,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,2021-12-01T19:30:00Z,0
Theo Walcott,MID,Southampton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,True,2021-12-04T15:00:00Z,0
